UKPRN,HE Provider,Country of HE provider,Region of HE provider,Mode of employment,Atypical marker,Academic marker,Contract marker,Academic Year,Number
10000975,Buckinghamshire New University*,England,South East,Part-time,Non-atypical,Academic,Academic,2019/20,195
10000975,Buckinghamshire New University*,England,South East,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,
10000975,Buckinghamshire New University*,England,South East,Part-time,Academic atypical,Academic,Academic,2019/20,0
10000975,Buckinghamshire New University,England,South East,Full-time,Non-atypical,Academic,Academic,2020/21,260
10000975,Buckinghamshire New University,England,South East,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,
10000975,Buckinghamshire New University,England,South East,Full-time,Academic atypical,Academic,Academic,2020/21,0
10000975,Buckinghamshire New University,England,South East,Part-time,Non-atypical,Academic,Academic,2020/21,185
10000975,Buckinghamshire New University,England,South East,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,
10000975,Buckinghamshire New University,England,South East,Part-time,Academic atypical,Academic,Academic,2020/21,0
10007787,The University of Buckingham,England,South East,Full-time,Non-atypical,Academic,Academic,2014/15,110
10007787,The University of Buckingham,England,South East,Full-time,Non-atypical,Non-academic,Non-academic,2014/15,160
10007787,The University of Buckingham,England,South East,Full-time,Academic atypical,Academic,Academic,2014/15,0
10007787,The University of Buckingham,England,South East,Part-time,Non-atypical,Academic,Academic,2014/15,45
10007787,The University of Buckingham,England,South East,Part-time,Non-atypical,Non-academic,Non-academic,2014/15,75
10007787,The University of Buckingham,England,South East,Part-time,Academic atypical,Academic,Academic,2014/15,305
10007787,The University of Buckingham,England,South East,Full-time,Non-atypical,Academic,Academic,2015/16,100
10007787,The University of Buckingham,England,South East,Full-time,Non-atypical,Non-academic,Non-academic,2015/16,155
10007787,The University of Buckingham,England,South East,Full-time,Academic atypical,Academic,Academic,2015/16,0
10007787,The University of Buckingham,England,South East,Part-time,Non-atypical,Academic,Academic,2015/16,55
10007787,The University of Buckingham,England,South East,Part-time,Non-atypical,Non-academic,Non-academic,2015/16,80
10007787,The University of Buckingham,England,South East,Part-time,Academic atypical,Academic,Academic,2015/16,300
10007787,The University of Buckingham,England,South East,Full-time,Non-atypical,Academic,Academic,2016/17,110
10007787,The University of Buckingham,England,South East,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,180
10007787,The University of Buckingham,England,South East,Full-time,Academic atypical,Academic,Academic,2016/17,0
10007787,The University of Buckingham,England,South East,Part-time,Non-atypical,Academic,Academic,2016/17,55
10007787,The University of Buckingham,England,South East,Part-time,Non-atypical,Non-academic,Non-academic,2016/17,80
10007787,The University of Buckingham,England,South East,Part-time,Academic atypical,Academic,Academic,2016/17,245
10007787,The University of Buckingham,England,South East,Full-time,Non-atypical,Academic,Academic,2017/18,105
10007787,The University of Buckingham,England,South East,Full-time,Non-atypical,Non-academic,Non-academic,2017/18,170
10007787,The University of Buckingham,England,South East,Full-time,Academic atypical,Academic,Academic,2017/18,0
10007787,The University of Buckingham,England,South East,Part-time,Non-atypical,Academic,Academic,2017/18,55
10007787,The University of Buckingham,England,South East,Part-time,Non-atypical,Non-academic,Non-academic,2017/18,75
10007787,The University of Buckingham,England,South East,Part-time,Academic atypical,Academic,Academic,2017/18,245
10007787,The University of Buckingham,England,South East,Full-time,Non-atypical,Academic,Academic,2018/19,110
10007787,The University of Buckingham,England,South East,Full-time,Non-atypical,Non-academic,Non-academic,2018/19,195
10007787,The University of Buckingham,England,South East,Full-time,Academic atypical,Academic,Academic,2018/19,0
10007787,The University of Buckingham,England,South East,Part-time,Non-atypical,Academic,Academic,2018/19,65
10007787,The University of Buckingham,England,South East,Part-time,Non-atypical,Non-academic,Non-academic,2018/19,75
10007787,The University of Buckingham,England,South East,Part-time,Academic atypical,Academic,Academic,2018/19,320
10007787,The University of Buckingham*,England,South East,Full-time,Non-atypical,Academic,Academic,2019/20,110
10007787,The University of Buckingham*,England,South East,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,
10007787,The University of Buckingham*,England,South East,Full-time,Academic atypical,Academic,Academic,2019/20,0
10007787,The University of Buckingham*,England,South East,Part-time,Non-atypical,Academic,Academic,2019/20,65
10007787,The University of Buckingham*,England,South East,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,
10007787,The University of Buckingham*,England,South East,Part-time,Academic atypical,Academic,Academic,2019/20,310
10007788,The University of Cambridge,England,East of England,Full-time,Non-atypical,Academic,Academic,2014/15,4920
10007788,The University of Cambridge,England,East of England,Full-time,Non-atypical,Non-academic,Non-academic,2014/15,3770
10007788,The University of Cambridge,England,East of England,Full-time,Academic atypical,Academic,Academic,2014/15,0
10007788,The University of Cambridge,England,East of England,Part-time,Non-atypical,Academic,Academic,2014/15,770
10007788,The University of Cambridge,England,East of England,Part-time,Non-atypical,Non-academic,Non-academic,2014/15,1265
10007788,The University of Cambridge,England,East of England,Part-time,Academic atypical,Academic,Academic,2014/15,145
10007788,The University of Cambridge,England,East of England,Full-time,Non-atypical,Academic,Academic,2015/16,5030
10007788,The University of Cambridge,England,East of England,Full-time,Non-atypical,Non-academic,Non-academic,2015/16,3910
10007788,The University of Cambridge,England,East of England,Full-time,Academic atypical,Academic,Academic,2015/16,0
10007788,The University of Cambridge,England,East of England,Part-time,Non-atypical,Academic,Academic,2015/16,795
10007788,The University of Cambridge,England,East of England,Part-time,Non-atypical,Non-academic,Non-academic,2015/16,1310
10007788,The University of Cambridge,England,East of England,Part-time,Academic atypical,Academic,Academic,2015/16,125
10007788,The University of Cambridge,England,East of England,Full-time,Non-atypical,Academic,Academic,2016/17,5125
10007788,The University of Cambridge,England,East of England,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,4025
10007788,The University of Cambridge,England,East of England,Full-time,Academic atypical,Academic,Academic,2016/17,0
10007788,The University of Cambridge,England,East of England,Part-time,Non-atypical,Academic,Academic,2016/17,840
10007788,The University of Cambridge,England,East of England,Part-time,Non-atypical,Non-academic,Non-academic,2016/17,1395
10007788,The University of Cambridge,England,East of England,Part-time,Academic atypical,Academic,Academic,2016/17,140
10007788,The University of Cambridge,England,East of England,Full-time,Non-atypical,Academic,Academic,2017/18,5225
10007788,The University of Cambridge,England,East of England,Full-time,Non-atypical,Non-academic,Non-academic,2017/18,4235
10007788,The University of Cambridge,England,East of England,Full-time,Academic atypical,Academic,Academic,2017/18,0
10007788,The University of Cambridge,England,East of England,Part-time,Non-atypical,Academic,Academic,2017/18,885
10007788,The University of Cambridge,England,East of England,Part-time,Non-atypical,Non-academic,Non-academic,2017/18,1430
10007788,The University of Cambridge,England,East of England,Part-time,Academic atypical,Academic,Academic,2017/18,145
10007788,The University of Cambridge,England,East of England,Full-time,Non-atypical,Academic,Academic,2018/19,5305
10007788,The University of Cambridge,England,East of England,Full-time,Non-atypical,Non-academic,Non-academic,2018/19,4420
10007788,The University of Cambridge,England,East of England,Full-time,Academic atypical,Academic,Academic,2018/19,0
10007788,The University of Cambridge,England,East of England,Part-time,Non-atypical,Academic,Academic,2018/19,910
10007788,The University of Cambridge,England,East of England,Part-time,Non-atypical,Non-academic,Non-academic,2018/19,1535
10007788,The University of Cambridge,England,East of England,Part-time,Academic atypical,Academic,Academic,2018/19,180
10007788,The University of Cambridge,England,East of England,Full-time,Non-atypical,Academic,Academic,2019/20,5240
10007788,The University of Cambridge,England,East of England,Full-time,Non-atypical,Non-academic,Non-academic,2019/20,4575
10007788,The University of Cambridge,England,East of England,Full-time,Academic atypical,Academic,Academic,2019/20,0
10007788,The University of Cambridge,England,East of England,Part-time,Non-atypical,Academic,Academic,2019/20,930
10007788,The University of Cambridge,England,East of England,Part-time,Non-atypical,Non-academic,Non-academic,2019/20,1565
10007788,The University of Cambridge,England,East of England,Part-time,Academic atypical,Academic,Academic,2019/20,175
10007788,The University of Cambridge,England,East of England,Full-time,Non-atypical,Academic,Academic,2020/21,5185
10007788,The University of Cambridge,England,East of England,Full-time,Non-atypical,Non-academic,Non-academic,2020/21,4655
10007788,The University of Cambridge,England,East of England,Full-time,Academic atypical,Academic,Academic,2020/21,0
10007788,The University of Cambridge,England,East of England,Part-time,Non-atypical,Academic,Academic,2020/21,975
10007788,The University of Cambridge,England,East of England,Part-time,Non-atypical,Non-academic,Non-academic,2020/21,1570
10007788,The University of Cambridge,England,East of England,Part-time,Academic atypical,Academic,Academic,2020/21,220
10003324,The Institute of Cancer Research,England,London,Full-time,Non-atypical,Academic,Academic,2014/15,560
10003324,The Institute of Cancer Research,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2014/15,300
10003324,The Institute of Cancer Research,England,London,Full-time,Academic atypical,Academic,Academic,2014/15,0
10003324,The Institute of Cancer Research,England,London,Part-time,Non-atypical,Academic,Academic,2014/15,80
10003324,The Institute of Cancer Research,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2014/15,70
10003324,The Institute of Cancer Research,England,London,Part-time,Academic atypical,Academic,Academic,2014/15,0
10003324,The Institute of Cancer Research,England,London,Full-time,Non-atypical,Academic,Academic,2015/16,570
10003324,The Institute of Cancer Research,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2015/16,305
10003324,The Institute of Cancer Research,England,London,Full-time,Academic atypical,Academic,Academic,2015/16,0
10003324,The Institute of Cancer Research,England,London,Part-time,Non-atypical,Academic,Academic,2015/16,85
10003324,The Institute of Cancer Research,England,London,Part-time,Non-atypical,Non-academic,Non-academic,2015/16,90
10003324,The Institute of Cancer Research,England,London,Part-time,Academic atypical,Academic,Academic,2015/16,0
10003324,The Institute of Cancer Research,England,London,Full-time,Non-atypical,Academic,Academic,2016/17,580
10003324,The Institute of Cancer Research,England,London,Full-time,Non-atypical,Non-academic,Non-academic,2016/17,295
